titulo	numero_expediente	tipo_contrato	estado_licitacion	importe_licitacion	valor_estimado_contrato	fecha_limite_presentacion	organo_contratacion	enlace	codigo_cpv	procedimiento_contratacion	forma_presentacion	duracion_contrato	financiacion_ue	fecha_formalizacion	sistema_contratacion	tramitacion	descripcion	pdf	fuente	fecha_proceso	provincia_ejecucion	comunidad_autonoma_ejecucion	topicos_lda	clasificacion	palabras_tecnologicas_detectadas	palabras_descartadas_detectadas
00071/ISE/2025/AL- CONTRATACIÓN DEL SERVICIO TRANSPORTE ESCOLAR ALMERIA	CONTR 2025 0000392180	Servicios	Publicada	32252.88	38703.46	2025-06-25	Agencia Pública Andaluza de Educación	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=830368	60130000-8 Servicios especiales de transporte de pasajeros por carretera	Abierto simplificado abreviado	Electrónica	3 meses	NotFound	2100-12-31	NotFound	Ordinario	00071/ISE/2025/AL- CONTRATACIÓN DEL SERVICIO TRANSPORTE ESCOLAR EN LOS CENTROS DOCENTES PÚBLICOS DE LA PROVINCIA DE ALMERIA DEPENDIENTES DE LA CONSEJERÍA DE DESARROLLO EDUCATIVO Y FORMACIÓN PROFESIONAL DE LA JUNTA DE ANDALUCÍA CON ORIGEN DE FINANCIACIÓN E	and_pliego_prescripciones_306169.pdf	Andalucía	2025-07-10	Almeria	Andalucia	transporte, servicio, vehiculo, escolar, centro, educacion, contrato, decreto, agencia, adjudicatario (1.0)	Tecnológica	datos	limpieza, desinfeccion, transporte_escolar, seguro, poliza
SERVICIOS DE SOPORTE Y MANTENIMIENTO DE SISTEMA PARA LA GESTIÓN DE RECURSOS HUMANOS EN SANDETEL Y AGENCIA DIGITAL DE ANDALUCÍA (ADA)	EXPT25-00051	Servicios	Publicada	312000.0	492000.0	2025-06-30	Sociedad Andaluza para el Desarrollo de las Telecomunicaciones, S.A. (SANDETEL)	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=830106	72000000-5 Servicios TI: consultoría, desarrollo de software, Internet y apoyo	Abierto	Electrónica	18 meses	NotFound	2100-12-31	NotFound	Ordinario	"El alcance de los servicios a realizar por el adjudicatario contempla un conjunto de actividades y tareas orientadas a: 
¿	Soporte y mantenimiento correctivo. 
¿	Mantenimiento evolutivo. 
¿	Subscripción a plataforma SAP."	and_pliego_prescripciones_305487.pdf	Andalucía	2025-07-10	Andalucia	Andalucia	servicio, documento, sandetel, codigo, verificacion, gestion, sistema, andalucia, trabajo, soporte (1.0)	Tecnológica	software, erp, tecnologia, datos, nube	infraestructura
GBIO - SERVICIO VERIFICACIÓN INSTALACIONES RADIODIAGNÓSTICO CENTROS BIO	CONTR 2025 0000389699	Servicios	Publicada	4860.0	9720.0	2025-06-27	Agencia de Medio Ambiente y Agua de Andalucía	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=830638	50410000-2 Servicios de reparación y mantenimiento de aparatos de medida, pruebas y verificación	Abierto simplificado abreviado	Electrónica	24 meses	NotFound	2100-12-31	NotFound	Ordinario	GBIO - SERVICIO DE VERIFICACIÓN Y CONTROL DE CALIDAD DE LAS INSTALACIONES DE RADIODIAGNÓSTICO DE CENTROS DE RECUPERACIÓN DE ESPECIES AMENAZADAS (CREAs) Y CENTROS DE GESTIÓN MARINA (CEGMAs)	and_pliego_prescripciones_306975.pdf	Andalucía	2025-07-10	Andalucia	Andalucia	centro, trabajo, agencia, actividad, riesgo, servicio, contrato, prevencion, empresa, factura (1.0)	Tecnológica	tecnologia	seguro
AUTORIZACIÓN DEL APROVECHAMIENTO DE MADERA Y BIOMASA EN PIE, EN EL MONTE SIERRAS DE BAZA ( GR-11017-JA ) INCLUIDO EN EL PLAN ANUAL DE APROVECHAMIENTOS DE GRANADA AÑO 2025	NET177382	Patrimoniales	Publicada	28000.0	28000.0	2025-07-18	Agencia de Medio Ambiente y Agua de Andalucía	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832833	77211000-2 Servicios relacionados con la explotación forestal	Abierto	Electrónica	36 meses	NotFound	2100-12-31	NotFound	Ordinario	AUTORIZACIÓN DEL APROVECHAMIENTO DE MADERA Y BIOMASA EN PIE, EN EL MONTE SIERRAS DE BAZA ( GR-11017-JA ) INCLUIDO EN EL PLAN ANUAL DE APROVECHAMIENTOS DE GRANADA AÑO 2025	and_pliego_prescripciones_312945.pdf	Andalucía	2025-07-10	Granada	Andalucia	documento, codigo, aprovechamiento, verificacion, adjudicatario, monte, trabajo, agencia, empresa, producto (1.0)	No tecnológica		infraestructura, limpieza, seguro
CONTRATO SERVICIO LIMPIEZA INSTAL. EDIF. ADMTVO. EN AVDA. DE LA AURORA, 69	CONTR 2025 0000259201	Servicios	Publicada	170124.62	340249.24	2025-07-18	Delegación Territorial de Justicia, Administración Local y Función Pública en Málaga	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=830591	90511400-6 Servicios de recogida de papel90910000-9 Servicios de limpieza90911300-9 Servicios de limpieza de ventanas90919200-4 Servicios de limpieza de oficinas	Abierto	Electrónica	24 meses	NotFound	2100-12-31	NotFound	Ordinario	SERVICIO LIMPIEZA INSTALACIONES DEL EDIF. ADMTVO. SITO EN AVDA. DE LA AURORA, 69 DE MÁLAGA	and_pliego_prescripciones_306858.pdf	Andalucía	2025-07-10	Malaga	Andalucia	limpieza, adjudicatario, servicio, empresa, personal, contrato, administracion, producto, edificio, necesario (1.0)	Tecnológica	tecnologia	reparacion, limpieza, desinfeccion, mobiliario, vestuario, seguro, obra_civil
Servicio de mantenimiento de las oficinas de AVRA en Jaén	CONTR 2025 0000450346	Servicios	Publicada	35000.0	35000.0	2025-07-18	Agencia de Vivienda y Rehabilitación de Andalucía (AVRA)	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832965	50800000-3 Servicios varios de reparación y mantenimiento	Abierto simplificado abreviado	Electrónica	12 meses	NotFound	2100-12-31	NotFound	Ordinario	Mantenimiento de las oficinas e instalaciones de la Agencia en la provincia de Jaén	and_pliego_prescripciones_313287.pdf	Andalucía	2025-07-10	Jaen	Andalucia	servicio, trabajo, reparacion, precio, sustitucion, incluir, minimo, adicional, incluido, material (1.0)	No tecnológica		rehabilitacion, reparacion, limpieza, alimentacion, mobiliario
131/ISE/2025/JA-SERV TRANSP CON VEHÍCULOS DE HASTA  9 PLAZAJAÉN EE. PSICOPE	CONTR 2025 0000422583	Servicios	Publicada	28515.6	34218.72	2025-07-18	Agencia Pública Andaluza de Educación	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832204	60130000-8 Servicios especiales de transporte de pasajeros por carretera	Abierto simplificado abreviado	Electrónica	Ver lotes	NotFound	2100-12-31	NotFound	Ordinario	131/ISE/2025/JA-SERV TRANSP ESC CON VEHÍCULOS DE HASTA 9 PLAZAS EN LOS CENTROS DOCENTES PÚBLICOS DE LA PROVINCIA DE JAÉN DEPENDIENTES DE LA CONSEJERÍA DE DESARROLLO EDUCATIVO Y FORMACIÓN PROFESIONAL DE LA JA CON ORIGEN DE FIN FE. JAÉN EE. PSICOPEDAGÓGICO	and_pliego_prescripciones_311453.pdf	Andalucía	2025-07-10	Jaen	Andalucia	transporte, vehiculo, servicio, escolar, contrato, centro, trayecto, adjudicatario, educacion, decreto (1.0)	No tecnológica		reparacion, limpieza, desinfeccion, transporte_escolar, vehiculos, seguro, poliza
SERVICIOS PARA ORGANIZACIÓN CAMPEONATO AUTONÓMICO DE F.P. ANDALUCIASKILLS	CONTR 2025 0000278834	Servicios	Publicada	407280.0	407280.0	2025-06-30	Consejería de Desarrollo Educativo y Formación Profesional. Secretaría General Técnica	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=829595	22462000-6 Material de publicidad39294100-0 Productos de información y promoción63000000-9 Servicios de transporte complementarios y auxiliares; servicios de agencias de viajes63510000-7 Servicios de agencias de viajes y servicios similares79952000-2 Servicios de eventos	Abierto	Electrónica	Ver lotes	NotFound	2100-12-31	NotFound	Ordinario	SERVICIOS NECESARIOS PARA LA ORGANIZACIÓN DEL CAMPEONATO AUTONÓMICO DE FORMACIÓN PROFESIONAL ANDALUCÍASKILLS 2025, ENMARCADOS DENTRO DE LAS ACCIONES DEL PROGRAMA DE COOPERACIÓN TERRITORIAL DE CALIDAD EN FORMACIÓN PROFESIONAL DEL SISTEMA EDUCATIVO ESPAÑOL	and_pliego_prescripciones_303924.pdf	Andalucía	2025-07-10	Jaen	Andalucia	puesto, competicion, verificacion, instalacion, metro, trabajo, electrico, espacio, servicio, campeonato (1.0)	Tecnológica	tecnologia	infraestructura, limpieza, jardineria, bar, mobiliario, espectaculos, seguro
DO Y CSS DRAGADO TRIANUAL MANTENIMIENTO CANAL PUERTO PUNTA UMBRÍA	CONTR 2025 0000433734	Servicios	Publicada	28000.0	33600.0	2025-07-22	Agencia Pública de Puertos de Andalucía (APPA)	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832069	71240000-2 Servicios de arquitectura, ingeniería y planificación	Abierto	Electrónica	14 meses	NotFound	2100-12-31	NotFound	Ordinario	DIRECCIÓN DE OBRAS Y COORDINACIÓN DE SEGURIDAD Y SALUD DEL DRAGADO TRIANUAL DE MANTENIMIENTO PARA RESTABLECIMIENTO DE CONDICIONES DE NAVEGABILIDAD DE LA CANAL DEL PUERTO DE PUNTA UMBRÍA	and_pliego_prescripciones_310716.pdf	Andalucía	2025-07-10	Huelva	Andalucia	obra, agencia, direccion, puerto, trabajo, dragado, salud, seguridad, publicar, federico (1.0)	No tecnológica		pavimentacion, obra_civil
DMAS-OBRA INST.CLORADOR LOS VILLARES	CONTR 2025 0000268424	Obras	Publicada	25000.0	25000.0	2025-07-22	Agencia de Medio Ambiente y Agua de Andalucía	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832939	45231000-5 Trabajos de construcción de tuberías, líneas de comunicación y líneas de conducción eléctrica	Abierto simplificado	Electrónica	2 meses	NotFound	2100-12-31	NotFound	Ordinario	CONTRATACIÓN DE LA  OBRA PARA TRABAJOS DE INSTALACIÓN Y CONEXIÓN DE SISTEMA DE CLORACIÓN EN CREA VILLARES	and_pliego_prescripciones_313199.pdf	Andalucía	2025-07-10	Cordoba	Andalucia	obra, agencia, material, medio, agua, trabajo, incendio, ambiente, riesgo, andalucia (1.0)	No tecnológica		reparacion, seguro, obra_civil
PGRN_ADECUACIÓN CAMINOS PGI MM.PP. SIERRA OCCIDENTAL DE CÓRDOBA-ALCORNOCOSA	CONTR 2025 0000289977	Obras	Publicada	289256.2	289256.2	2025-07-18	Agencia de Medio Ambiente y Agua de Andalucía	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832923	45233140-2 Obras viales	Abierto simplificado	Electrónica	Ver lotes	NotFound	2100-12-31	NotFound	Ordinario	PGRN_ADECUACIÓN DE CAMINOS DEL PLAN DE GESTIÓN INTEGRAL DE LOS MONTES PÚBLICOS DE LA SIERRA OCCIDENTAL DE CÓRDOBA Y ALCORNOCOSAS. FASE 2	and_pliego_prescripciones_313132.pdf	Andalucía	2025-07-10	Cordoba	Andalucia	trabajo, agencia, empresa, riesgo, prevencion, seguridad, actividad, adjudicatario, lote, andalucia (1.0)	No tecnológica		reparacion, alimentacion, seguro
DO Y CSS OBRA DRAGADO CONSERVACIÓN CANAL ACCESO INST. NÁUTICAS SANCTI-PETRI	CONTR 2025 0000417984	Servicios	Publicada	14500.0	17400.0	2025-07-21	Agencia Pública de Puertos de Andalucía (APPA)	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=831619	71240000-2 Servicios de arquitectura, ingeniería y planificación	Abierto	Electrónica	3 meses	NotFound	2100-12-31	NotFound	Ordinario	DIRECCIÓN DE OBRA Y COORDINACIÓN DE SEGURIDAD Y SALUD DE LAS OBRAS DE DRAGADO DE CONSERVACIÓN DE LA CANAL DE ACCESO A LAS INSTALACIONES NÁUTICAS DE SANCTI-PETRI	and_pliego_prescripciones_309401.pdf	Andalucía	2025-07-10	Cadiz	Andalucia	obra, agencia, direccion, puerto, trabajo, seguridad, salud, publicar, garciacorona, dragado (1.0)	No tecnológica		pavimentacion, obra_civil
SERVICIO DE LIMPIEZA SEDE D.T AGRICULTURA CADIZ OCT 2025 - FEB 2026	CONTR 2025 0000042216	Servicios	Publicada	47264.06	79403.62	2025-06-30	Delegación Territorial de Agricultura, Pesca, Agua y Desarrollo Rural en Cádiz	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=830770	90919200-4 Servicios de limpieza de oficinas	Abierto simplificado	Electrónica	5 meses	NotFound	2100-12-31	NotFound	Ordinario	SERVICIO DE LIMPIEZA SEDE D.T AGRICULTURA CADIZ OCT 2025 - FEB 2026	and_pliego_prescripciones_307397.pdf	Andalucía	2025-07-10	Cadiz	Andalucia	limpieza, servicio, contrato, agua, anexo, frecuencia, cadiz, territorial, limpiadora, limpiecer (1.0)	No tecnológica		limpieza, desinfeccion, mobiliario
CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO DE ZONAS VERDES Y SERVICIO DE LIMPIEZA Y ASISTENCIA EN LA URBANIZACIÓN DEL ÁREA LOGÍSTICA DE CÓRDOBA	AB-CO25-000155	Servicios	Publicada	22000.0	88000.0	2025-07-10	Red Logística de Andalucía, S.A.	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=816289	77311000-3 Servicios de mantenimiento de jardines y parques	Abierto	Electrónica	1 año	NotFound	2100-12-31	NotFound	Ordinario	Contratación del servicio de mantenimiento de zonas verdes, ajardinadas y no ajardinadas, el servicio de limpieza y asistencia de todo el recinto urbanizado y de la instalación de recogidas de aguas pluviales de la urbanización, así como la aplicación de determinados tratamientos de prevención contra malas hierbas en determinadas parcelas no edificadas y viales del Área Logística de Córdoba.	and_pliego_prescripciones_310582.pdf	Andalucía	2025-07-10	Cordoba	Andalucia	servicio, documento, trabajo, verificacion, medio, codigo, anexo, adjudicatario, contrato, r él (1.0)	No tecnológica		limpieza, jardineria, eventos
Limpieza integral de la sede del CTMAM	CONTR 2025 0000419872	Servicios	Publicada	14065.23	50634.83	2025-07-15	Consorcio de Transporte Metropolitano del Área de Málaga	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832407	90919200-4 Servicios de limpieza de oficinas	Abierto simplificado abreviado	Electrónica	12 meses	NotFound	2100-12-31	NotFound	Ordinario	Prestación del servicio de limpieza integral de la sede administrativa del Consorcio de Transporte Metropolitano del Área de Málaga	and_pliego_prescripciones_311855.pdf	Andalucía	2025-07-10	Malaga	Andalucia	personal, servicio, limpieza, adjudicatario, trabajo, contrato, ctmam, poder, empresa, debera (1.0)	No tecnológica		limpieza, desratizacion, desinfeccion, desinsectacion, mobiliario, vestuario, seguro
OBRAS DE SUSTITU. DEL PAVIMENTO DE PISTA DEL PABELLÓN POLID. ANTONIO RIVERA	CONTR 2025 0000204952	Obras	Publicada	266684.8	266684.8	2025-07-16	Consejería de Cultura y Deporte. Secretaría General Técnica	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=831999	45212200-8 Trabajos de construcción de instalaciones deportivas	Abierto simplificado	Electrónica	2 meses	NotFound	2100-12-31	NotFound	Ordinario	OBRAS PARA LA SUSTITUCIÓN DEL PAVIMENTO DE PISTA DEL PABELLÓN POLIDEPORTIVO ¿ANTONIO RIVERA¿	and_pliego_prescripciones_310437.pdf	Andalucía	2025-07-10	Almeria	Andalucia	presupuesto, obra, ejecucion, material, tecnica, moreno, asociado, instalación, pliego, total (1.0)	N/S		
D.F. DEL PROY. BÁSIC. Y EJECUC EFICIENCIA ENERGÉTICA DE CAMPO GOLF LA GARZA	CONTR 2025 0000161224	Servicios	Publicada	77111.68	77111.68	2025-07-11	Consejería de Cultura y Deporte. Secretaría General Técnica	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832023	71000000-8 Servicios de arquitectura, construcción, ingeniería e inspección	Abierto	Electrónica	9 meses	NotFound	2100-12-31	NotFound	Ordinario	SERVICIO DE DIRECCIÓN FACULTATIVA DEL PROYECTO BÁSICO Y DE EJECUCIÓN PARA LA MEJORA DE LA EFICIENCIA ENERGÉTICA DEL CAMPO DE GOLF EN EL PARQUE DEPORTIVO LA GARZA	and_pliego_prescripciones_310571.pdf	Andalucía	2025-07-10	Jaen	Andalucia	obra, ejecucion, director, proyecto, direccion, contrato, final, establecido, necesario, libro (1.0)	No tecnológica		seguro
OBRAS PARA MEJORA DE LA EFICIEN ENERG TORRES DE ILUMINACION IIDD LA CARTUJA	CONTR 2025 0000267705	Obras	Publicada	328839.38	328839.38	2025-07-23	Consejería de Cultura y Deporte. Secretaría General Técnica	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832696	45212200-8 Trabajos de construcción de instalaciones deportivas	Abierto simplificado	Electrónica	1 mes	NotFound	2100-12-31	NotFound	Ordinario	OBRAS PARA LA MEJORA DE LA EFICIENCIA ENERGÉTICA DE LAS TORRES DE ILUMINACIÓN DE LA PISTA DE ATLETISMO DE LAS INSTALACIONES DEPORTIVAS DE LA CARTUJA. SEVILLA	and_pliego_prescripciones_312620.pdf	Andalucía	2025-07-10	Sevilla	Andalucia	presupuesto, obra, ejecucion, instalación, deportivo, material, total, francisco, proyecto, baturone (1.0)	N/S		
OBRAS CÉSPED ARTIFICIAL Y MEJORA ILUMINACIÓN CAMPO HOCKEY CD JAVIER IMBRODA	CONTR 2025 0000224742	Obras	Publicada	649480.11	649480.11	2025-07-23	Consejería de Cultura y Deporte. Secretaría General Técnica	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832028	45212200-8 Trabajos de construcción de instalaciones deportivas	Abierto	Electrónica	3 meses	NotFound	2100-12-31	NotFound	Ordinario	OBRAS DE SUSTITUCIÓN DE CÉSPED ARTIFICIAL Y MEJORA DE LA ILUMINACIÓN DE CAMPO DE HOCKEY EN LA CIUDAD DEPORTIVA JAVIER IMBRODA (MÁLAGA)	and_pliego_prescripciones_310591.pdf	Andalucía	2025-07-10	Malaga	Andalucia	presupuesto, ejecucion, obra, material, javier, contrato, moreno, arquitecto, barranco, prescripción (1.0)	N/S		
OBRAS DEL PROY BÁSICO Y DE EJEC MEJORA EFICIENCIA ENERG CAMPO GOLF LA GARZA	CONTR 2025 0000161255	Obras	Publicada	1800198.09	1800198.09	2025-06-26	Consejería de Cultura y Deporte. Secretaría General Técnica	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=821667	45212200-8 Trabajos de construcción de instalaciones deportivas	Abierto	Electrónica	9 meses	NotFound	2100-12-31	NotFound	Ordinario	OBRAS DEL PROYECTO BÁSICO Y DE EJECUCIÓN PARA LA MEJORA DE LA EFICIENCIA ENERGÉTICA DEL CAMPO DE GOLF EN EL PARQUE DEPORTIVO LA GARZA. LINARES (JAÉN)	and_pliego_prescripciones_301830.pdf	Andalucía	2025-07-10	Jaen	Andalucia	ejecucion, presupuesto, proyecto, obra, contrato, deportivo, material, prescripción, agronomo, pliego (1.0)	N/S		
PGRN_SUM, INST.CANCELAS ENGARBOS, CHORTAL, DESPEÑAPERROS, VALQUEMADO PGI JA	CONTR 2025 0000246581	Suministros	Publicada	25187.01	25187.01	2025-07-18	Agencia de Medio Ambiente y Agua de Andalucía	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832931	44221310-1 Puertas de acceso	Abierto simplificado abreviado	Electrónica	2 meses	NotFound	2100-12-31	NotFound	Ordinario	SUMINISTRO E INSTALACIÓN DE CANCELAS CON SISTEMA AUTOMÁTICO DE APERTURA Y CIERRE EN LOS MONTES PÚBLICOS LOS ENGARBOS (JA-11182-JA), EL CHORTAL (JA-10117-JA), DESPEÑAPERROS (JA-10109-JA) Y VALQUEMADO (JA-10105-JA), TT.MM. DE CHICLANA DE SEGURA, ALDEAQUEMAD	and_pliego_prescripciones_313168.pdf	Andalucía	2025-07-10	Jaen	Andalucia	agencia, trabajo, medio, empresa, prevencion, paginar, material, pliego, ambiente, actividad (1.0)	Tecnológica	tecnologia	reparacion, alimentacion, seguro
Transporte Fluvial en el Espacio Natural de Doñana	CONTR 2024 0001163251	Servicios	Publicada	130652.16	130652.16	2025-07-14	Consejería de Sostenibilidad y Medio Ambiente. Dirección General de Espacios Naturales Protegidos	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=821740	60600000-4 Servicios de transporte por vías navegables	Abierto	Electrónica	24 meses	NotFound	2100-12-31	NotFound	Ordinario	Transporte Fluvial en el Espacio Natural de Doñana	and_pliego_prescripciones_307915.pdf	Andalucía	2025-07-10	Sevilla	Andalucia	servicio, contrato, empresa, natural, espacio, debera, adjudicatario, donán, transporte, castellano (1.0)	No tecnológica		limpieza, guarderia, seguro
0000337/2025 OBRASDE REPOSICIÓN DE TRES MÁQUINAS ENFRIADORAS DEL EDIFICIO SEDE DE LOS SERVICIOS CENTRALES DEL SERVICIO  ANDALUZ DE SALUD, EN AVENIDA DE LA CONSTITUCIÓN Nº 18 SEVILLA	CONTR 2025 0000420792	Obras	Publicada	267963.0	267963.0	2025-06-30	Servicio Andaluz de Salud	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=830168	45300000-0 Trabajos de instalación en edificios	Abierto simplificado	Electrónica	Ver lotes	NotFound	2100-12-31	NotFound	Urgencia	OBRASDE REPOSICIÓN DE TRES MÁQUINAS ENFRIADORAS DEL EDIFICIO SEDE DE LOS SERVICIOS CENTRALES DEL SERVICIO  ANDALUZ DE SALUD, EN AVENIDA DE LA CONSTITUCIÓN Nº 18 SEVILLA	and_pliego_prescripciones_305710.pdf	Andalucía	2025-07-10	Sevilla	Andalucia	contrato, obra, trabajo, servicio, documento, centro, salud, adjudicatario, instalación, verificacion (1.0)	No tecnológica		limpieza
SERVICIO DE CATERING DE LOS CENTROS E INSTALACIONES DEPENDIENTES DE FAISEM EN LA PROVINCIA DE CÓRDOBA, POR PROCEDIMIENTO ABIERTO SUJETO A REGULACION ARMONIZADA	P.A.03/2025	Servicios	Publicada	622809.6	3238609.92	2025-08-04	Fundación Pública Andaluza para la Integración Social de Personas con Enfermedad Mental. FAISEM	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832929	55320000-9 Servicios de suministro de comidas55321000-6 Servicios de preparación de comidas	Abierto	Electrónica	1 año	NotFound	2100-12-31	NotFound	Ordinario	SERVICIO DE CATERING DE LOS CENTROS E INSTALACIONES DEPENDIENTES DE FAISEM EN LA PROVINCIA DE CÓRDOBA, POR PROCEDIMIENTO ABIERTO SUJETO A REGULACION ARMONIZADA	and_pliego_prescripciones_313156.pdf	Andalucía	2025-07-10	Cordoba	Andalucia	servicio, adjudicatario, menu, empresa, comida, almuerzo, faisem, contrato, centro, desayuno (1.0)	No tecnológica		limpieza, desinfeccion, pan, comida, catering, alimentacion
0069/ISE/2025/CA-SERVICIO TRANSPORTE ESCOLAR MAS DE 9 PLAZAS CADIZ FE	CONTR 2025 0000246994	Servicios	Publicada	23315677.76	51294491.07	2025-07-07	Agencia Pública Andaluza de Educación	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=830472	60130000-8 Servicios especiales de transporte de pasajeros por carretera	Abierto	Electrónica	Ver lotes	NotFound	2100-12-31	NotFound	Ordinario	SERVICIO DE TRANSPORTE ESCOLAR EN LOS CENTROS DOCENTES PUBLICOS DEPENDIENTES DE LA CONSEJERÍA DE EDUCACIÓN Y FORMACIÓN PROFESIONAL, CON ORIGEN EN FINANCIACIÓN EN FONDOS EUROPEOS	and_pliego_prescripciones_306564.pdf	Andalucía	2025-07-10	Cadiz	Andalucia	transporte, vehiculo, servicio, escolar, contrato, centro, trayecto, verificacion, paginar, gago (1.0)	No tecnológica		reparacion, limpieza, desinfeccion, transporte_escolar, vehiculos, seguro, poliza
ACTOS DE ENTREGA DE PREMIOS ANUALES Y CONGRESO ANDALUZ BUENAS PRÁCTICAS	CONTR 2024 0001025450	Servicios	Publicada	174979.34	310847.48	2025-07-08	Consejería de Desarrollo Educativo y Formación Profesional. Secretaría General Técnica	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=831475	79950000-8 Servicios de organización de exposiciones, ferias y congresos79952000-2 Servicios de eventos	Abierto	Electrónica	Ver lotes	NotFound	2100-12-31	NotFound	Ordinario	SERVICIOS ACTOS DE ENTREGA DE PREMIOS ANUALES Y CONGRESO ANDALUZ BUENAS PRÁCTICAS	and_pliego_prescripciones_309152.pdf	Andalucía	2025-07-10	Andalucia	Andalucia	educativo, acto, desarrollo, premio, empresa, persona, direccion, consejerio, participacion, profesional (1.0)	Tecnológica	software, datos	catering, mobiliario, seguro
GBIO - OBRA MEJORA GALLINEROS LIFE LYNXCONNECT LIFE19 NAT/ES/001055 ACC C-2	CONTR 2025 0000406623	Obras	Publicada	181087.33	181087.33	2025-07-22	Agencia de Medio Ambiente y Agua de Andalucía	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832927	45261000-4 Trabajos de construcción de cubiertas y estructuras de cerramiento, y trabajos conexos	Abierto simplificado	Electrónica	Ver lotes	NotFound	2100-12-31	NotFound	Ordinario	GBIO - OBRA PARA LA MEJORA DE GALLINEROS EN ZONAS DE LINCE LIFE LYNXCONNECT LIFE19 NAT/ES/001055 ACCIÓN C2	and_pliego_prescripciones_313148.pdf	Andalucía	2025-07-10	Andalucia	Andalucia	cordobo, gallinero, adamuz, malla, jaen, medio, trabajo, agencia, instalacion, obra (1.0)	No tecnológica		reparacion, infraestructura, limpieza, seguro
